name,sex,total,d1950,d1960,d1970,d1980
Neha,F,757,0,9,225,523
Nehemiah,M,1218,146,132,235,705
Neida,F,344,90,130,72,52
Neil,F,251,58,22,78,93
Neil,M,57256,17715,13668,14040,11833
Neila,F,362,171,77,74,40
Neill,M,923,282,193,243,205
Neisha,F,658,0,72,251,335
Nekeisha,F,220,0,0,103,117
Nekesha,F,256,0,0,136,120
Nekia,F,587,0,0,279,308
Nekia,M,50,0,0,50,0
Nekisha,F,375,0,0,200,175
Nekita,F,336,0,6,163,167
Nelda,F,5489,3211,1488,536,254
Nelia,F,410,113,87,138,72
Nelida,F,1034,210,337,252,235
Nell,F,2195,1122,462,340,271
Nell,M,6,0,0,6,0
Nella,F,588,285,183,89,31
Nellie,F,10360,5360,2409,1479,1112
Nelly,F,2216,384,428,634,770
Nels,M,1337,454,343,276,264
Nelson,F,210,23,45,84,58
Nelson,M,31616,9198,8562,6847,7009
Nelva,F,206,132,61,13,0
Nena,F,2703,827,778,458,640
Neoma,F,317,149,55,88,25
Neomi,F,567,131,116,150,170
Nephi,M,237,6,12,110,109
Nereida,F,2338,509,535,495,799
Nereida,M,6,0,0,0,6
Nereyda,F,403,0,13,106,284
Nerissa,F,1252,87,223,454,488
Nesha,F,373,0,24,176,173
Nestor,M,3160,404,536,768,1452
Neta,F,577,362,165,38,12
Netta,F,250,129,68,23,30
Nettie,F,3806,2185,908,418,295
Neva,F,3604,1766,950,535,353
Nevada,F,513,138,90,132,153
Nevada,M,268,26,21,109,112
Neville,M,979,199,239,273,268
Nevin,F,12,0,0,7,5
Nevin,M,1628,365,349,355,559
Newell,M,640,311,163,112,54
Newman,M,400,163,109,73,55
Newton,M,1514,613,398,285,218
Neysa,F,693,145,154,231,163
Nga,F,285,0,0,28,257
Ngoc,F,351,0,0,46,305
Ngoc,M,41,0,0,0,41
Nia,F,2090,19,85,788,1198
Nia,M,5,0,0,0,5
Niall,M,333,24,68,101,140
Nicanor,M,341,57,73,94,117
Nicci,F,219,12,40,88,79
Niccole,F,1105,0,53,556,496
Nichalos,M,244,0,0,56,188
Nichele,F,497,0,119,208,170
Nichelle,F,3700,0,1197,1226,1277
Nichelle,M,5,0,0,0,5
Nichol,F,2552,0,153,1428,971
Nichol,M,22,0,6,16,0
Nichola,F,681,74,144,276,187
Nichola,M,93,0,0,17,76
Nicholas,F,1922,52,68,408,1394
Nicholas,M,333329,22614,22339,65068,223308
Nicholaus,M,1661,14,30,462,1155
Nichole,F,47298,58,1486,18519,27235
Nichole,M,167,0,0,60,107
Nicholes,M,389,11,11,85,282
Nicholette,F,625,85,66,115,359
Nicholis,M,330,5,5,68,252
Nicholle,F,1197,0,71,527,599
Nicholos,M,399,16,24,109,250
Nichols,M,464,27,17,98,322
Nicholus,M,416,0,11,145,260
Nick,F,55,0,17,32,6
Nick,M,21316,5695,8004,4890,2727
Nickey,F,272,20,33,99,120
Nickey,M,1178,432,362,277,107
Nicki,F,4598,1060,975,1340,1223
Nicki,M,225,60,68,74,23
Nickie,F,2387,401,456,823,707
Nickie,M,848,304,248,216,80
Nicklas,M,650,32,50,202,366
Nicklaus,M,1023,0,24,285,714
Nickol,F,216,0,11,146,59
Nickolas,F,42,0,0,0,42
Nickolas,M,11530,1003,910,2380,7237
Nickolaus,M,701,10,11,144,536
Nickole,F,1599,0,59,780,760
Nicky,F,1186,185,201,403,397
Nicky,M,5278,1639,1766,1294,579
Nico,F,180,0,32,112,36
Nico,M,695,0,52,134,509
Nicol,F,1370,5,262,808,295
Nicol,M,28,0,10,18,0
Nicola,F,3157,288,685,1320,864
Nicola,M,1255,159,335,441,320
Nicolas,F,84,0,0,7,77
Nicolas,M,16567,1041,1388,3870,10268
Nicolasa,F,264,58,37,99,70
Nicolaus,M,371,0,0,101,270
Nicole,F,375039,1314,18564,144667,210494
Nicole,M,1538,0,79,637,822
Nicoletta,F,467,110,109,109,139
Nicolette,F,5518,772,828,988,2930
Nicolette,M,5,0,0,0,5
Nicolina,F,367,61,79,95,132
Nicolle,F,3302,5,390,1571,1336
Nicollette,F,200,0,5,7,188
Nicolo,M,252,16,59,77,100
Nida,F,387,56,43,79,209
Nidia,F,1442,177,266,419,580
Niel,M,646,213,168,136,129
Niels,M,602,180,156,138,128
Niesha,F,1226,0,5,337,884
Nieves,F,302,67,61,60,114
Nieves,M,240,70,60,60,50
Nigel,F,49,0,0,38,11
Nigel,M,3528,171,317,1088,1952
Nija,F,232,0,0,65,167
Nika,F,556,0,48,213,295
Nikea,F,227,0,0,83,144
Nikesha,F,410,0,0,204,206
Niketa,F,296,0,5,109,182
Nikeya,F,314,0,0,104,210
Nikhil,M,537,0,0,111,426
Niki,F,4859,657,742,1901,1559
Niki,M,182,5,24,101,52
Nikia,F,2595,0,0,1288,1307
Nikia,M,190,0,0,180,10
Nikisha,F,1011,0,5,536,470
Nikita,F,5191,83,318,1447,3343
Nikita,M,513,19,169,122,203
Nikiya,F,229,0,0,73,156
Nikki,F,26572,2179,3115,10876,10402
Nikki,M,566,27,79,219,241
Nikkia,F,977,0,0,431,546
Nikkia,M,7,0,0,7,0
Nikkie,F,434,7,46,174,207
Nikkita,F,371,0,0,99,272
Nikko,F,118,0,0,93,25
Nikko,M,216,0,0,5,211
Nikkole,F,452,0,5,190,257
Niko,F,170,0,24,125,21
Niko,M,420,0,21,86,313
Nikol,F,499,0,38,310,151
Nikola,F,265,0,40,153,72
Nikola,M,391,0,54,145,192
Nikolai,M,545,0,52,202,291
Nikolaos,M,636,0,48,295,293
Nikolas,F,5,0,0,0,5
Nikolas,M,2569,5,107,502,1955
Nikolaus,M,842,5,22,198,617
Nikole,F,3533,0,159,1575,1799
Nikos,M,260,0,41,91,128
Nila,F,1584,833,377,200,174
Nilda,F,2435,813,834,496,292
Nile,F,18,0,0,5,13
Nile,M,645,171,136,125,213
Niles,M,1402,390,272,317,423
Nils,M,1254,315,353,310,276
Nilsa,F,1558,419,606,349,184
Nima,F,55,0,0,0,55
Nima,M,360,0,0,68,292
Nina,F,44604,12798,10890,7275,13641
Nina,M,132,15,34,11,72
Ninette,F,566,140,211,155,60
Ninfa,F,997,362,278,193,164
Nino,M,859,167,214,280,198
Nirav,M,252,0,0,94,158
Nisa,F,423,22,81,174,146
Nisha,F,1362,0,59,457,846
Nissa,F,883,0,44,527,312
Nita,F,6596,3451,2034,764,347
Nitasha,F,231,0,0,49,182
Nitza,F,355,34,107,115,99
Nivia,F,299,45,70,77,107
Niya,F,621,0,0,250,371
Nneka,F,623,0,0,317,306
Noah,F,146,0,5,38,103
Noah,M,21048,1456,1519,5688,12385
Noam,F,5,0,0,0,5
Noam,M,337,0,42,123,172
Noami,F,284,29,71,103,81
Noble,F,16,11,5,0,0
Noble,M,1435,542,369,287,237
Noe,F,49,0,0,15,34
Noe,M,6602,912,1202,1748,2740
Noel,F,6494,905,1288,1807,2494
Noel,M,18218,3646,4664,5135,4773
Noelani,F,368,6,36,135,191
Noelia,F,1749,398,404,450,497
Noell,F,331,5,64,112,150
Noell,M,16,0,5,11,0
Noella,F,464,206,80,99,79
Noelle,F,10684,290,2309,3501,4584
Noelle,M,24,0,0,6,18
Noemi,F,7312,951,1446,2120,2795
Noemi,M,45,0,0,0,45
Noemy,F,334,5,17,97,215
Nohemi,F,542,39,72,179,252
Nola,F,4251,2183,1130,516,422
Nolan,F,31,0,0,0,31
Nolan,M,10138,1960,1494,2006,4678
Noland,M,709,206,212,159,132
Nolberto,M,258,30,52,65,111
Nolen,M,461,160,95,75,131
Nona,F,4309,2434,1097,529,249
Noni,F,292,52,45,164,31
Nonie,F,282,148,82,34,18
Noor,F,250,0,0,7,243
Noor,M,55,0,0,0,55
Nora,F,32363,11540,9521,5770,5532
Nora,M,181,63,61,5,52
Norah,F,1012,234,213,238,327
Norah,M,22,22,0,0,0
Norbert,M,3994,1919,1208,519,348
Norberto,M,2538,379,586,720,853
Noreen,F,11126,5187,4269,1078,592
Norene,F,1119,676,329,85,29
Nori,F,338,85,108,93,52
Norine,F,1553,892,457,142,62
Norita,F,254,130,104,20,0
Norm,M,373,203,154,16,0
Norma,F,68145,30801,21519,10272,5553
Norma,M,465,126,117,108,114
Norman,F,521,179,179,115,48
Norman,M,72240,33749,22753,9885,5853
Normand,M,1442,769,431,156,86
Norris,F,112,79,23,5,5
Norris,M,6047,2620,1710,962,755
Norton,M,344,159,99,59,27
Norval,M,350,191,96,48,15
Norvel,M,211,91,72,38,10
Norvell,M,488,178,134,92,84
Norvin,M,210,76,80,30,24
Norwood,M,716,321,221,98,76
Nova,F,1634,283,402,589,360
Nova,M,47,6,0,23,18
Novella,F,1050,444,329,178,99
Nubia,F,581,0,6,175,400
Nunzio,M,356,110,113,68,65
Nuvia,F,231,0,0,49,182
Nycole,F,529,0,13,196,320
Nydia,F,2061,409,403,581,668
Nyesha,F,588,0,0,167,421
Nyisha,F,313,0,0,90,223
Nykia,F,279,0,0,88,191
Nyla,F,1211,570,271,186,184
Nyle,M,359,128,65,62,104
Nyoka,F,577,174,96,196,111
Nyree,F,745,0,0,598,147
Nyssa,F,445,0,0,68,377
Oakley,F,11,0,0,0,11
Oakley,M,361,134,83,64,80
Obadiah,M,370,35,17,152,166
Obed,M,696,71,115,184,326
Obie,M,1075,407,282,244,142
Ocie,F,273,164,61,37,11
Ocie,M,738,295,223,108,112
Octavia,F,6196,665,849,1629,3053
Octavia,M,109,0,0,43,66
Octaviano,M,264,81,34,76,73
Octavio,F,5,0,0,0,5
Octavio,M,3291,338,519,1027,1407
Octavious,F,5,0,0,0,5
Octavious,M,444,5,7,161,271
Octavius,F,10,0,0,0,10
Octavius,M,1263,11,78,490,684
Odalys,F,218,0,43,63,112
Odelia,F,480,223,121,61,75
Odell,F,291,204,73,14,0
Odell,M,4019,1769,1019,726,505
Odessa,F,2794,1167,683,505,439
Odessa,M,15,15,0,0,0
Odetta,F,227,56,113,58,0
Odette,F,931,292,300,204,135
Odie,F,43,25,18,0,0
Odie,M,555,256,125,112,62
Odilia,F,505,226,148,72,59
Odis,M,1973,852,523,355,243
Ofelia,F,3194,1109,740,684,661
Okey,M,303,142,85,62,14
Oksana,F,200,100,54,32,14
Ola,F,2480,1522,508,248,202
Ola,M,40,22,0,13,5
Olaf,M,544,142,175,148,79
Olan,M,585,237,149,110,89
Olando,M,411,19,76,178,138
Ole,M,389,148,109,92,40
Olen,M,1568,676,415,282,195
Oleta,F,499,265,137,75,22
Oletha,F,285,99,103,78,5
Olevia,F,239,131,76,19,13
Olga,F,16698,5660,4739,3629,2670
Olga,M,59,0,20,19,20
Olin,M,1981,730,521,391,339
Olinda,F,340,188,69,65,18
Oliva,F,367,56,45,101,165
Olive,F,1090,617,257,122,94
Olive,M,6,6,0,0,0
Oliver,F,121,32,19,38,32
Oliver,M,16212,4987,3340,3732,4153
Olivia,F,32022,6100,4016,7846,14060
Olivia,M,120,6,0,38,76
Olivier,F,5,0,0,0,5
Olivier,M,286,6,44,100,136
Ollie,F,3305,2093,760,300,152
Ollie,M,3105,1355,871,539,340
Olympia,F,1047,145,131,375,396
Oma,F,671,386,159,88,38
Oma,M,15,5,0,10,0
Omaira,F,287,0,14,188,85
Omar,F,251,0,7,116,128
Omar,M,25612,739,1936,9256,13681
Omari,F,5,0,0,5,0
Omari,M,1057,0,0,411,646
Omarr,M,262,0,0,155,107
Omayra,F,624,0,42,391,191
Omega,F,709,157,135,226,191
Omega,M,153,16,17,78,42
Omer,M,1088,383,232,197,276
Omero,M,204,6,6,67,125
Omid,M,228,0,0,33,195
Ona,F,1078,451,250,232,145
Ondrea,F,451,21,81,184,165
Oneal,M,893,365,224,175,129
Oneida,F,770,170,210,237,153
Oneil,M,459,142,85,83,149
Onesimo,M,226,51,61,44,70
Onika,F,279,0,15,161,103
Onita,F,381,165,124,78,14
Ontario,M,379,0,11,163,205
Oona,F,210,5,51,114,40
Opal,F,3840,1712,897,704,527
Ophelia,F,2800,1388,720,397,295
Ora,F,4018,2291,998,436,293
Ora,M,702,303,185,124,90
Oral,F,11,11,0,0,0
Oral,M,638,376,158,72,32
Oralia,F,2705,1244,689,444,328
Oran,M,1017,374,248,230,165
Orelia,F,204,96,41,39,28
Oren,M,2067,527,432,550,558
Orenthal,M,266,0,33,171,62
Oretha,F,319,170,118,26,5
Oriana,F,510,0,27,178,305
Orie,F,10,5,5,0,0
Orie,M,330,133,62,51,84
Orin,M,1429,392,312,357,368
Orion,M,1399,84,82,500,733
Oris,F,20,10,10,0,0
Oris,M,322,143,102,48,29
Orland,M,374,145,91,86,52
Orlanda,F,208,20,88,83,17
Orlanda,M,470,67,140,177,86
Orlando,F,209,0,49,86,74
Orlando,M,23265,2777,5971,6880,7637
Orlin,M,218,104,54,37,23
Oronde,M,207,0,0,183,24
Orpha,F,333,157,81,56,39
Orrin,M,1429,388,406,207,428
Orson,M,485,139,111,146,89
Orval,M,811,461,212,103,35
Orvil,M,226,126,65,29,6
Orville,M,4408,2290,1184,615,319
Osama,M,250,0,6,63,181
Osbaldo,M,794,46,72,337,339
Osborne,M,373,176,91,55,51
Oscar,F,353,77,45,106,125
Oscar,M,48781,11365,9908,11847,15661
Osiel,M,224,0,0,67,157
Osman,M,318,13,19,77,209
Ossie,F,269,196,67,0,6
Ossie,M,451,185,124,85,57
Osualdo,M,254,6,57,93,98
Osvaldo,M,3140,219,491,1068,1362
Oswald,M,915,276,218,211,210
Oswaldo,M,1387,156,234,460,537
Otha,F,157,111,37,9,0
Otha,M,1835,852,493,298,192
Otho,M,396,182,117,76,21
Otilia,F,507,137,122,123,125
Otis,F,191,74,81,36,0
Otis,M,18030,7285,4955,3553,2237
Otoniel,M,259,6,30,87,136
Ottis,M,851,367,221,168,95
Otto,M,3925,1514,1125,712,574
Ouida,F,797,439,220,112,26
Ovidio,M,488,92,133,135,128
Owen,F,52,11,6,17,18
Owen,M,13928,3945,2916,3017,4050
Ozell,F,63,53,10,0,0
Ozell,M,630,249,182,119,80
Ozella,F,284,189,65,30,0
Ozie,F,76,62,14,0,0
Ozie,M,203,103,64,36,0
Ozzie,F,77,66,11,0,0
Ozzie,M,807,309,174,133,191
Pa,F,545,0,0,10,535
Pablo,F,22,0,0,0,22
Pablo,M,13801,1967,2690,4020,5124
Paden,M,256,0,0,0,256
Padraic,M,535,43,119,141,232
Page,F,1881,319,600,467,495
Page,M,594,181,210,126,77
Paige,F,21675,988,5654,4677,10356
Paige,M,645,165,171,150,159
Paisley,F,238,0,25,57,156
Palma,F,725,450,189,76,10
Palmer,F,101,45,38,0,18
Palmer,M,1192,435,315,189,253
Palmira,F,373,110,130,69,64
Paloma,F,835,0,5,131,699
Pam,F,29614,11235,17109,1126,144
Pam,M,23,6,17,0,0
Pamala,F,6213,2575,2396,940,302
Pamela,F,503116,237398,181939,58039,25740
Pamela,M,1168,377,462,228,101
Pamelia,F,1550,844,539,147,20
Pamella,F,2245,1254,651,200,140
Pamila,F,641,315,237,72,17
Pamla,F,663,270,268,109,16
Pammy,F,379,35,231,113,0
Pamula,F,662,231,295,117,19
Panagiota,F,365,0,37,191,137
Panagiotis,M,610,0,56,281,273
Pandora,F,1691,659,660,285,87
Pang,F,377,0,0,15,362
Pang,M,6,0,0,0,6
Pansy,F,1544,813,474,196,61
Paola,F,2537,44,217,619,1657
Paola,M,37,0,0,0,37
Paolo,M,1031,15,218,345,453
Paris,F,3307,225,602,500,1980
Paris,M,3323,402,626,861,1434
Parisa,F,257,0,0,54,203
Parish,F,42,0,6,10,26
Parish,M,398,0,116,157,125
Park,M,369,147,123,55,44
Parke,M,228,90,74,41,23
Parker,F,126,0,0,18,108
Parker,M,4524,568,524,632,2800
Parnell,M,729,145,262,156,166
Parris,F,334,11,81,59,183
Parris,M,922,128,250,210,334
Parrish,F,187,0,74,64,49
Parrish,M,1609,0,796,504,309
Parry,M,367,114,138,76,39
Parthenia,F,377,184,110,67,16
Pascal,F,6,0,0,0,6
Pascal,M,719,167,155,187,210
Pascale,F,336,0,95,124,117
Pascha,F,214,0,6,191,17
Pascual,M,995,219,199,244,333
Pasha,F,279,0,31,141,107
Pasha,M,86,0,6,23,57
Pasquale,M,2807,768,860,691,488
Passion,F,453,0,0,165,288
Pat,F,8449,5256,2884,242,67
Pat,M,11882,4820,6046,787,229
Pati,F,304,176,118,5,5
Patience,F,2127,258,360,750,759
Patina,F,273,0,85,135,53
Patra,F,297,89,88,80,40
Patrece,F,286,12,58,121,95
Patrecia,F,224,130,61,22,11
Patria,F,287,57,118,35,77
Patric,F,73,29,28,16,0
Patric,M,1489,445,317,282,445
Patrica,F,6347,2403,2457,1083,404
Patrica,M,5,0,5,0,0
Patrice,F,29208,10280,7587,5321,6020
Patrice,M,581,17,216,204,144
Patrici,F,216,13,151,52,0
Patricia,F,817097,459681,231178,81111,45127
Patricia,M,2559,1021,726,438,374
Patriciaann,F,218,114,57,21,26
Patricio,F,5,0,0,5,0
Patricio,M,1366,257,319,374,416
Patrick,F,2108,284,521,558,745
Patrick,M,422216,96851,122717,91240,111408
Patrina,F,1678,136,509,696,337
Patrisha,F,621,42,85,132,362
Patrisia,F,290,0,23,131,136
Patrizia,F,417,0,125,194,98
Patsy,F,31244,21734,6919,1746,845
Patsy,M,724,357,233,84,50
Patti,F,37844,20604,14338,2366,536
Patti,M,46,23,18,5,0
Pattie,F,4383,2109,1722,418,134
Patton,M,252,76,46,71,59
Patty,F,37577,16106,17521,3057,893
Patty,M,59,27,27,5,0
Paul,F,3054,615,916,815,708
Paul,M,736492,253202,242503,136390,104397
Paula,F,209177,84869,80512,32724,11072
Paula,M,614,159,189,143,123
Paulene,F,435,177,154,81,23
Paulett,F,260,121,89,50,0
Pauletta,F,1509,757,440,222,90
Paulette,F,27180,14883,7430,3640,1227
Paulette,M,25,20,5,0,0
Paulina,F,2115,228,326,451,1110
Pauline,F,29873,14437,8939,4011,2486
Pauline,M,67,48,19,0,0
Paulino,M,633,103,139,175,216
Paulita,F,503,136,130,166,71
Paulo,M,1661,121,224,689,627
Paxton,M,703,28,124,332,219
Payal,F,330,0,0,59,271
Payton,F,187,0,32,45,110
Payton,M,1050,122,153,201,574
Peaches,F,477,26,47,174,230
Pearl,F,10461,4757,2594,1471,1639
Pearl,M,271,158,68,34,11
Pearlene,F,471,349,105,17,0
Pearlie,F,2953,1972,685,206,90
Pearlie,M,80,68,12,0,0
Pearline,F,1213,711,334,110,58
Pearly,F,264,197,55,7,5
Pearly,M,29,24,5,0,0
Pebbles,F,533,0,131,233,169
Peder,M,478,104,112,134,128
Pedro,F,291,39,46,89,117
Pedro,M,34515,5772,7067,9498,12178
Peg,F,440,303,137,0,0
Peggi,F,579,302,231,41,5
Peggie,F,2453,1678,560,150,65
Peggy,F,134928,84293,37036,10516,3083
Peggy,M,311,169,111,31,0
Penelope,F,9988,4758,2871,1750,609
Penina,F,238,6,19,73,140
Penne,F,346,107,226,13,0
Penney,F,1665,540,746,312,67
Penni,F,2320,614,1182,419,105
Pennie,F,4098,1298,1849,707,244
Penny,F,78872,25123,38220,12578,2951
Penny,M,271,87,132,52,0
Pepper,F,897,45,138,552,162
Pepper,M,80,49,12,19,0
Per,M,292,46,111,74,61
Percell,M,465,190,137,76,62
Percilla,F,278,116,73,26,63
Percival,M,312,74,76,87,75
Percy,F,101,52,49,0,0
Percy,M,8268,3537,2157,1538,1036
Perez,M,271,31,42,91,107
Perfecto,M,366,107,93,92,74
Peri,F,932,254,438,99,141
Peri,M,10,5,5,0,0
Perla,F,3196,150,279,776,1991
Perla,M,5,0,0,0,5
Pernell,F,33,18,10,5,0
Pernell,M,2024,176,945,464,439
Perri,F,1139,373,440,129,197
Perri,M,98,35,53,0,10
Perrin,F,105,0,13,31,61
Perrin,M,386,65,101,106,114
Perry,F,880,286,235,140,219
Perry,M,42154,17078,15121,5351,4604
Persephone,F,206,0,38,97,71
Pervis,M,453,128,135,111,79
Pete,F,62,10,21,31,0
Pete,M,15897,5926,5153,2854,1964
Peter,F,1139,184,268,329,358
Peter,M,314198,102747,92418,62320,56713
Peterson,M,334,37,50,69,178
Petra,F,4367,1059,1260,1165,883
Petra,M,5,0,0,5,0
Petrina,F,1505,194,362,746,203
Petros,M,251,0,20,115,116
Peyton,F,541,5,118,161,257
Peyton,M,1363,209,235,335,584
Phaedra,F,1090,0,285,589,216
Phebe,F,585,132,147,167,139
Phil,F,21,16,5,0,0
Phil,M,9176,3777,4053,889,457
Philana,F,270,0,10,182,78
Philander,M,222,42,74,59,47
Philbert,M,534,171,122,165,76
Philemon,M,325,67,68,92,98
Philicia,F,278,0,52,77,149
Philip,F,645,99,140,174,232
Philip,M,172733,60853,44780,31367,35733
Philipp,M,400,70,90,109,131
Philippa,F,381,101,114,61,105
Philippe,M,1628,305,401,409,513
Phill,M,263,126,113,24,0
Phillip,F,1021,188,236,278,319
Phillip,M,188405,52457,50396,39845,45707
Phillipe,M,331,16,45,106,164
Phillips,M,496,157,126,89,124
Phillis,F,1663,825,601,168,69
Philomena,F,960,534,239,115,72
Phoebe,F,4413,1092,1064,1134,1123
Phoenix,F,252,0,0,104,148
Phoenix,M,47,0,5,10,32
Phong,F,5,0,0,0,5
Phong,M,476,0,0,49,427
Phuong,F,660,0,0,91,569
Phuong,M,224,0,0,30,194
Phylicia,F,1225,0,11,11,1203
Phylis,F,1051,641,345,60,5
Phyliss,F,964,549,336,60,19
Phyllis,F,88733,57764,25704,3835,1430
Phyllis,M,193,118,68,7,0
Phylliss,F,235,151,78,6,0
Pia,F,1566,262,382,438,484
Pier,F,358,153,141,31,33
Pier,M,56,5,18,0,33
Pierce,M,1498,306,234,179,779
Pierre,F,67,5,5,5,52
Pierre,M,9459,1557,2160,1700,4042
Pieter,M,560,100,155,146,159
Pietro,M,945,75,212,378,280
Pilar,F,1975,246,530,626,573
Pilar,M,323,101,86,63,73
Pinkie,F,501,296,146,28,31
Piper,F,2118,295,531,719,573
Pixie,F,279,177,91,11,0
Placido,M,358,90,83,108,77
Pleshette,F,210,0,62,117,31
Polly,F,12754,5068,5030,1967,689
Pollyanna,F,526,25,284,171,46
Pooja,F,437,0,0,68,369
Poppy,F,477,57,52,334,34
Porcha,F,421,0,0,34,387
Porche,F,382,0,0,40,342
Porchia,F,309,0,5,41,263
Porfirio,M,1448,340,343,396,369
Porscha,F,763,0,0,72,691
Porsche,F,1164,0,0,176,988
Porsha,F,1844,0,10,247,1587
Porsha,M,6,0,0,0,6
Porshia,F,317,0,0,36,281
Porter,F,6,0,6,0,0
Porter,M,1304,473,333,241,257
Portia,F,5789,1545,1324,1056,1864
Portia,M,8,0,0,0,8
Powell,M,347,135,118,38,56
Precilla,F,326,75,73,75,103
Precious,F,5066,165,326,1020,3555
Precious,M,40,0,0,6,34
Prentice,F,23,0,7,11,5
Prentice,M,1747,438,420,448,441
Prentis,M,529,157,123,131,118
Prentiss,F,45,7,22,5,11
Prentiss,M,1230,343,299,304,284
Prescilla,F,477,118,94,93,172
Prescott,M,537,103,135,127,172
Presley,F,55,0,0,7,48
Presley,M,616,205,119,145,147
Preston,F,183,20,27,48,88
Preston,M,25666,5164,4783,5483,10236
Price,M,879,242,255,174,208
Pricilla,F,1971,287,399,442,843
Primitivo,M,357,89,86,92,90
Prince,F,143,97,31,5,10
Prince,M,3348,669,551,602,1526
Princella,F,283,98,96,52,37
Princess,F,4693,488,865,845,2495
Princess,M,7,0,0,0,7
Princeton,M,466,30,24,65,347
Priscella,F,574,90,128,140,216
Priscila,F,447,0,11,118,318
Priscilla,F,49699,14241,10338,9114,16006
Priscilla,M,144,16,23,28,77
Priscillia,F,306,73,82,71,80
Priti,F,202,0,0,92,110
Priya,F,1125,0,8,308,809
Prudence,F,1556,551,350,537,118
Puja,F,356,0,0,44,312
Purcell,M,202,83,61,34,24
Purnell,M,399,118,126,95,60
Purvis,M,344,111,115,75,43
Qiana,F,2042,0,0,1261,781
Quan,F,34,0,5,5,24
Quan,M,507,0,8,196,303
Quana,F,244,0,15,120,109
Quanda,F,484,17,111,249,107
Quang,M,399,0,0,62,337
Quanisha,F,432,0,0,47,385
Quanita,F,410,5,31,153,221
Quantina,F,201,0,6,99,96
Queen,F,2969,1803,723,230,213
Queena,F,301,0,12,94,195
Queenie,F,631,321,178,74,58
Quenten,M,208,5,22,74,107
Quentin,F,139,0,5,54,80
Quentin,M,13715,1242,1830,4312,6331
Quenton,M,1171,96,185,354,536
Quiana,F,2584,0,0,1037,1547
Quianna,F,342,0,0,80,262
Quin,F,36,0,7,6,23
Quin,M,368,65,101,85,117
Quince,M,229,51,66,65,47
Quincey,F,33,0,11,0,22
Quincey,M,656,40,79,295,242
Quincy,F,595,67,108,207,213
Quincy,M,9468,551,797,4450,3670
Quinetta,F,299,12,33,75,179
Quinn,F,1439,5,163,326,945
Quinn,M,5153,347,999,1547,2260
Quint,M,456,7,301,92,56
Quintella,F,395,62,84,111,138
Quinten,M,1319,82,191,328,718
Quintin,F,7,0,0,0,7
Quintin,M,5036,551,1413,796,2276
Quintina,F,882,48,80,400,354
Quinton,F,42,0,0,0,42
Quinton,M,9123,766,1395,1986,4976
Quoc,M,362,0,0,66,296
Quran,M,206,0,0,72,134
Rabecca,F,456,11,53,170,222
Rabia,F,200,0,0,49,151
Race,M,224,41,39,30,114
Rachael,F,42691,1249,3048,12724,25670
Rachael,M,163,0,6,39,118
Rachal,F,863,17,71,292,483
Racheal,F,5951,289,478,1810,3374
Rachel,F,267994,16775,26795,77749,146675
Rachel,M,1112,74,86,291,661
Rachele,F,2488,151,434,883,1020
Rachell,F,2154,182,375,711,886
Rachelle,F,24251,1855,4964,8403,9029
Rachelle,M,37,0,5,22,10
Racine,F,362,50,88,41,183
Racquel,F,2745,18,326,1134,1267
Racquel,M,5,0,0,0,5
Radames,M,599,81,155,221,142
Radford,M,462,178,149,87,48
Radhika,F,236,0,5,83,148
Radley,M,213,8,21,85,99
Radonna,F,329,85,147,86,11
Rae,F,9449,3456,2895,1848,1250
Rae,M,220,106,64,26,24
Raeann,F,1905,226,528,511,640
Raeanna,F,326,0,22,63,241
Raeanne,F,764,82,171,187,324
Raechel,F,1062,5,56,266,735
Raechelle,F,395,0,35,149,211
Raegan,F,867,0,95,469,303
Raegan,M,10,5,0,5,0
Raejean,F,268,90,101,53,24
Raeleen,F,292,72,85,70,65
Raelene,F,1411,400,429,283,299
Raelyn,F,643,42,135,162,304
Raelynn,F,1050,76,269,240,465
Raena,F,417,5,38,177,197
Rafael,F,356,20,51,128,157
Rafael,M,32105,3954,6285,9592,12274
Rafaela,F,939,279,201,225,234
Rafe,M,492,36,174,122,160
Rafeal,M,611,41,56,168,346
Raffaele,M,499,21,141,193,144
Raffi,M,321,0,45,114,162
Ragan,F,571,0,94,257,220
Ragan,M,196,5,71,77,43
Ragina,F,324,17,91,129,87
Raguel,F,296,15,50,121,110
Raheem,F,6,0,0,0,6
Raheem,M,1873,0,16,673,1184
Raheen,M,261,0,0,127,134
Rahiem,M,204,0,0,71,133
Rahim,M,603,0,19,297,287
Rahman,M,580,5,54,311,210
Rahmel,M,207,0,0,43,164
Rahn,M,320,141,86,46,47
Rahsaan,F,6,0,0,6,0
Rahsaan,M,971,0,0,736,235
Rahul,M,691,0,13,236,442
Raina,F,2905,114,281,1333,1177
Rainbow,F,242,0,0,112,130
Raine,F,251,32,33,65,121
Raine,M,21,0,0,0,21
Rainer,M,327,47,135,54,91
Rainey,F,380,26,51,134,169
Rainey,M,133,53,47,17,16
Rainy,F,249,0,26,111,112
Raisa,F,299,0,10,39,250
Raizel,F,280,12,0,92,176
Raizy,F,249,14,12,58,165
Raj,M,571,5,78,196,292
Rajan,M,310,0,20,121,169
Rajeev,M,307,0,19,164,124
Rajesh,M,547,0,45,319,183
Rajiv,M,457,0,51,134,272
